# {'date': '2015-04-30 11_54_32.292000', 'exp_name': 'capd', 'session': '4', 'participant': '610'}
timestamp	event	value
106.078104195	screen_text	We will now perform a screen calibration.\n\nPress a button to continue.
106.078147067	flip	106.0781006
697.145156817	keypress	1
697.13945376	flip	697.13945127
697.210263484	flip	697.210257399
697.736247047	flip	697.736244281
701.021108689	flip	701.021105093
701.173791958	flip	701.173789745
701.312688115	flip	701.312685626
701.409912327	flip	701.409909838
701.500191399	flip	701.500188633
701.639080918	flip	701.639078429
701.729359161	flip	701.729356395
701.868250616	flip	701.86824868
702.014092189	flip	702.0140897
702.111312252	flip	702.111309487
702.236322832	flip	702.236320066
702.354373613	flip	702.354370847
702.451593952	flip	702.451591463
702.527981916	flip	702.52797915
702.618260158	flip	702.618257392
702.708543656	flip	702.708541167
702.805762889	flip	702.8057604
702.896043621	flip	702.896040579
702.993272259	flip	702.99326811
703.111324422	flip	703.111321933
703.201601559	flip	703.201598793
703.28493964	flip	703.284937151
703.382162469	flip	703.38215998
703.465499444	flip	703.465496955
703.555780453	flip	703.555777964
703.646056759	flip	703.64605427
703.736335278	flip	703.736332513
703.826617117	flip	703.826614351
703.916894806	flip	703.916892317
704.000226249	flip	704.00022376
704.090506981	flip	704.090503939
704.180785501	flip	704.180782735
704.271057935	flip	704.271055169
704.361309901	flip	704.361307965
704.493289407	flip	704.493287471
704.618416984	flip	704.618408133
704.74329812	flip	704.743295354
704.840519566	flip	704.8405168
704.930797256	flip	704.93079449
705.021079094	flip	705.021074945
705.111351805	flip	705.111349039
705.201632813	flip	705.201630047
705.284969788	flip	705.284967022
705.382193171	flip	705.382190405
705.472475009	flip	705.47247252
705.569697561	flip	705.569695072
705.701684535	flip	705.70168011
705.840533396	flip	705.84053063
705.944699152	flip	705.944697492
706.097483376	flip	706.097480886
706.215542454	flip	706.215540241
706.34748462	flip	706.347482408
706.479427893	flip	706.479425957
706.611356783	flip	706.611354017
706.69471146	flip	706.694708971
706.778046222	flip	706.778043456
706.854437781	flip	706.854435015
706.944715194	flip	706.944712428
707.055821665	flip	707.055818345
707.153047813	flip	707.153045877
707.29194314	flip	707.291941204
707.423888072	flip	707.423886136
707.562762655	flip	707.562760166
707.701672089	flip	707.701669599
707.784980852	flip	707.784978086
707.882231063	flip	707.882228574
707.965566932	flip	707.965564443
708.055844621	flip	708.055842132
708.146122311	flip	708.146119545
708.236404149	flip	708.23640166
708.333628361	flip	708.333625595
708.430850084	flip	708.430847595
708.521131646	flip	708.52112888
708.611412654	flip	708.611408505
708.694743544	flip	708.694740778
708.778081073	flip	708.778078307
708.868355996	flip	708.86835323
708.944746725	flip	708.944743959
709.062798612	flip	709.062795016
709.215620728	flip	709.215618239
709.305863291	flip	709.305860525
709.396145683	flip	709.39614181
709.486422819	flip	709.486420329
709.576702721	flip	709.576699955
709.666980134	flip	709.666977644
709.757258376	flip	709.757255887
709.847539108	flip	709.847536342
709.930871658	flip	709.930869169
710.021150177	flip	710.021147688
710.111429526	flip	710.111426484
710.194766778	flip	710.194764012
710.291992649	flip	710.291988501
710.382269786	flip	710.382267296
710.465607867	flip	710.465603995
710.555885003	flip	710.555882237
710.646164352	flip	710.646161863
710.736445084	flip	710.736440935
710.826721944	flip	710.826717518
710.917001846	flip	710.916999357
711.007276493	flip	711.00727428
711.118393197	flip	711.118390708
711.236454488	flip	711.236450339
711.326729412	flip	711.326726922
711.417007654	flip	711.417004888
711.507284791	flip	711.507282025
711.604509832	flip	711.60450596
711.687841829	flip	711.68783934
711.819788697	flip	711.819786485
711.958684578	flip	711.958681812
712.069777496	flip	712.069774453
712.160076206	flip	712.160073993
712.285075445	flip	712.285072956
712.42396856	flip	712.42396607
712.521188346	flip	712.521185857
712.604499599	flip	712.604497109
712.68786036	flip	712.687857871
712.819811654	flip	712.819809165
712.917028122	flip	712.917025909
713.042027914	flip	713.042025978
713.173972017	flip	713.173970081
713.312862642	flip	713.312860706
713.430930295	flip	713.430927805
713.514235185	flip	713.51423242
713.61148595	flip	713.611483461
713.701760044	flip	713.701758384
713.81287094	flip	713.812869004
713.937876817	flip	713.937874328
714.035138646	flip	714.035132837
714.132326348	flip	714.132323859
714.20871846	flip	714.208715971
714.298995873	flip	714.29899283
714.389274392	flip	714.389271903
714.479554017	flip	714.479551528
714.569833366	flip	714.569828941
714.66010912	flip	714.66010663
714.764255791	flip	714.764253302
714.903174629	flip	714.903171863
715.000395522	flip	715.000391373
715.076782102	flip	715.076779336
715.1670656	flip	715.16706311
715.257344672	flip	715.257341906
715.347623744	flip	715.347621255
715.42401475	flip	715.424012261
715.521235366	flip	715.521232877
715.597624159	flip	715.59762167
715.687904615	flip	715.687901849
715.77818507	flip	715.778182581
715.854575522	flip	715.854572756
715.937908902	flip	715.937906412
716.028189357	flip	716.028186591
716.104575384	flip	716.104572341
716.215657791	flip	716.215655855
716.354696668	flip	716.354688647
716.472619941	flip	716.472616899
716.569862961	flip	716.569860196
716.66014314	flip	716.660140651
716.75042	flip	716.75041751
716.826806027	flip	716.826803537
716.917092567	flip	716.917089801
717.007373575	flip	717.007371086
717.125429058	flip	717.125426845
717.24348703	flip	717.243484541
717.326819856	flip	717.326817367
717.403206713	flip	717.403203947
717.500430372	flip	717.500427606
717.59071304	flip	717.590710827
717.68098907	flip	717.680986304
717.764297556	flip	717.764295067
717.847658041	flip	717.847655275
717.924052366	flip	717.924049877
718.007386022	flip	718.007383533
718.083752135	flip	718.083749922
718.180997644	flip	718.180993219
718.257387267	flip	718.257384224
718.347666892	flip	718.347664679
718.437946794	flip	718.437944305
718.528225867	flip	718.528223377
718.618501897	flip	718.618499407
718.708785118	flip	718.708782628
718.799062807	flip	718.799060318
718.88934022	flip	718.889337454
718.965736481	flip	718.965732332
719.104629595	flip	719.104625446
719.243516625	flip	719.243514136
719.361573767	flip	719.361571554
719.472663366	flip	719.4726606
719.556019702	flip	719.556016936
719.639352252	flip	719.639349762
719.729631877	flip	719.729629111
719.819912609	flip	719.81991012
719.924186788	flip	719.924178767
720.062969267	flip	720.062967054
720.181030281	flip	720.181025856
720.271303269	flip	720.27130078
720.361587596	flip	720.361585107
720.437979708	flip	720.437977219
720.514365182	flip	720.514362693
720.611590501	flip	720.611588011
720.694926646	flip	720.694922497
720.785180825	flip	720.7851764
720.875457685	flip	720.875455196
720.96576248	flip	720.965759991
721.083951002	flip	721.083940215
721.201876488	flip	721.201873722
721.285212633	flip	721.285209867
721.382438505	flip	721.382436015
721.479661334	flip	721.479658845
721.618568278	flip	721.618564682
721.708826883	flip	721.708824393
721.833873419	flip	721.833868993
721.951883541	flip	721.951881605
722.083832345	flip	722.083830409
722.215778107	flip	722.215775895
722.354671498	flip	722.354669286
722.458839191	flip	722.458836702
722.549120199	flip	722.549117433
722.639398995	flip	722.639396229
722.729680004	flip	722.729677514
722.826918598	flip	722.826916109
722.965795394	flip	722.965792352
723.097756369	flip	723.097753879
723.208854542	flip	723.208851776
723.306077924	flip	723.306075435
723.417189096	flip	723.417186884
723.528304971	flip	723.528301652
723.61858266	flip	723.618580448
723.750545294	flip	723.750543635
723.861644021	flip	723.861639595
723.944975464	flip	723.944971038
724.056072807	flip	724.056069764
724.146368198	flip	724.146364326
724.271365778	flip	724.271363565
724.417201266	flip	724.41719933
724.549153113	flip	724.549150624
724.639429973	flip	724.639427207
724.729709322	flip	724.729706833
724.819990884	flip	724.819988394
724.931103439	flip	724.931101226
725.063065797	flip	725.063063584
725.201941486	flip	725.201938997
725.285277078	flip	725.285272929
725.38248995	flip	725.382485525
725.479720524	flip	725.479717758
725.590834462	flip	725.590832526
725.729721492	flip	725.729719556
725.840811091	flip	725.840808325
725.93111312	flip	725.931110907
726.021394405	flip	726.021391916
726.104703998	flip	726.104701232
726.201957805	flip	726.201953656
726.285285652	flip	726.285282887
726.382492163	flip	726.382489397
726.479734353	flip	726.479731587
726.570015085	flip	726.570011213
726.646402218	flip	726.646399453
726.736681567	flip	726.736679078
726.833910205	flip	726.833907439
726.931129715	flip	726.931126949
727.021411	flip	727.021408234
727.11168703	flip	727.111685094
727.243656302	flip	727.243654366
727.382507928	flip	727.382505439
727.479753714	flip	727.479751502
727.570030851	flip	727.570028361
727.660306604	flip	727.660304115
727.750588719	flip	727.75058623
727.840865025	flip	727.840862536
727.93114714	flip	727.931142991
728.01445535	flip	728.014452861
728.111704455	flip	728.111701689
728.201982974	flip	728.201980208
728.292304365	flip	728.292294961
728.389487365	flip	728.389484599
728.479765608	flip	728.479762842
728.597819431	flip	728.597817495
728.736719183	flip	728.736716418
728.826993277	flip	728.826990511
728.917273733	flip	728.917271243
729.007553082	flip	729.007550316
729.097828558	flip	729.097826069
729.188107631	flip	729.188105141
729.299220186	flip	729.29921825
729.41033772	flip	729.410334954
729.500617069	flip	729.50061292
729.590894759	flip	729.590891993
729.681175214	flip	729.681172725
729.771450967	flip	729.771447925
729.861735018	flip	729.861732252
729.945043228	flip	729.945040739
730.056161592	flip	730.056158826
730.146458089	flip	730.1464556
730.27145235	flip	730.271450414
730.410354039	flip	730.41035155
730.500628962	flip	730.500626197
730.590908311	flip	730.590905822
730.681188767	flip	730.681186001
730.77146618	flip	730.77146369
730.86175106	flip	730.861747741
730.945087482	flip	730.945084993
731.063105902	flip	731.063103966
731.202033037	flip	731.202030271
731.292309897	flip	731.292306854
731.389531896	flip	731.389529407
731.479812351	flip	731.479809585
731.570087828	flip	731.570085062
731.660372155	flip	731.66036939
731.750649015	flip	731.750646526
731.840928641	flip	731.840926151
731.958990208	flip	731.958988272
732.090954778	flip	732.090952842
732.195100067	flip	732.195098131
732.29234364	flip	732.292341704
732.417327114	flip	732.417324625
732.507604804	flip	732.507602314
732.597885259	flip	732.597882493
732.688166544	flip	732.688164055
732.799273844	flip	732.799271355
732.931236478	flip	732.931233436
733.070142039	flip	733.070138997
733.202059036	flip	733.202056547
733.285394905	flip	733.285392416
733.38259699	flip	733.382594777
733.479842223	flip	733.479839734
733.570120189	flip	733.5701177
733.688188671	flip	733.688185629
733.806235856	flip	733.806233643
733.945146949	flip	733.945145013
734.084020979	flip	734.084019043
734.222929029	flip	734.222927093
734.347912779	flip	734.34791112
734.486802022	flip	734.486800362
734.625697072	flip	734.625694583
734.715972549	flip	734.715969783
734.806252175	flip	734.806249685
734.896529311	flip	734.896526822
734.986808107	flip	734.986805341
735.104863036	flip	735.1048611
735.243761129	flip	735.243758363
735.340978703	flip	735.340976214
735.431259988	flip	735.431257499
735.521540444	flip	735.521537954
735.611819239	flip	735.61181675
735.702096929	flip	735.70209444
735.792385405	flip	735.792382639
736.042455797	flip	736.042452478
736.15349312	flip	736.153490908
736.375717402	flip	736.375715189
736.514612452	flip	736.51461024
736.653504461	flip	736.653501695
736.750725907	flip	736.750723141
736.841006086	flip	736.841001937
736.931282669	flip	736.931279626
737.021560911	flip	737.021557869
737.153511652	flip	737.153508609
737.250734481	flip	737.250731992
737.361843994	flip	737.361841781
737.472958762	flip	737.472955996
737.570180762	flip	737.570178272
737.660460664	flip	737.660457898
737.750739736	flip	737.75073697
737.841020468	flip	737.841017702
737.938299168	flip	737.93829419
738.028558603	flip	738.028552794
738.118804484	flip	738.118800336
738.209079685	flip	738.209077195
738.306306939	flip	738.30630279
738.396583246	flip	738.396580756
738.493805522	flip	738.493802756
738.591031393	flip	738.591028627
738.722980751	flip	738.722977985
738.820199155	flip	738.820196666
738.938260169	flip	738.938258233
739.077140837	flip	739.077138901
739.195207937	flip	739.195205171
739.285487839	flip	739.285484796
739.375766911	flip	739.375764422
739.466040728	flip	739.466037962
739.556323673	flip	739.556321184
739.646601086	flip	739.646598043
739.736881818	flip	739.736879052
739.827160337	flip	739.827157571
739.924434888	flip	739.924429356
740.056333907	flip	740.056331694
740.174406261	flip	740.174404325
740.313279738	flip	740.313277249
740.410535204	flip	740.410529673
740.500781639	flip	740.500778873
740.591060435	flip	740.591057946
740.681337018	flip	740.681334252
740.77161692	flip	740.771614431
740.854954172	flip	740.854951683
740.952178661	flip	740.952176171
741.07021008	flip	741.070207867
741.195238085	flip	741.195235872
741.334130646	flip	741.33412788
741.452186405	flip	741.452184469
741.598040978	flip	741.598039042
741.729966826	flip	741.729964337
741.820247558	flip	741.820244792
741.9105258	flip	741.910523311
742.000802384	flip	742.000799894
742.091082286	flip	742.091079796
742.195221489	flip	742.195219553
742.334146688	flip	742.334142816
742.431363986	flip	742.431361496
742.514702344	flip	742.514699854
742.611925449	flip	742.61192296
742.695261871	flip	742.695259382
742.813317354	flip	742.813315694
742.910542119	flip	742.91053963
742.993849223	flip	742.99384701
743.111926279	flip	743.111924066
743.243884488	flip	743.243880616
743.38277373	flip	743.382770964
743.479993517	flip	743.479991027
743.570271483	flip	743.570268993
743.681385974	flip	743.681384038
743.820283514	flip	743.820280748
743.931388325	flip	743.931386113
744.042479307	flip	744.042477094
744.167505652	flip	744.167503163
744.257782512	flip	744.257780022
744.348062137	flip	744.348057988
744.438345082	flip	744.438340933
744.528621112	flip	744.528618622
744.618901014	flip	744.618898248
744.709178427	flip	744.709174555
744.799459435	flip	744.799456946
744.889736018	flip	744.889733529
744.980014537	flip	744.980011772
745.09110137	flip	745.091099434
745.230032377	flip	745.230028229
745.32029845	flip	745.320295961
745.410579182	flip	745.410576969
745.500856595	flip	745.500854382
