# {'date': '2015-03-25 11_54_01.503000', 'exp_name': 'capd', 'session': '8', 'participant': '504'}
timestamp	event	value
13.2035108595	screen_text	We will now perform a screen calibration.\n\nPress a button to continue.
13.2035517947	flip	13.2035072638
1391.0511352	keypress	1
1391.03674905	flip	1391.03674656
1391.10803525	flip	1391.10802861
1391.64073309	flip	1391.64072867
1394.14769208	flip	1394.14769042
1394.30741912	flip	1394.30741663
1394.4463129	flip	1394.44631096
1394.59214796	flip	1394.59214575
1394.7380801	flip	1394.73807374
1394.86298454	flip	1394.86298261
1394.96021179	flip	1394.9602093
1395.05743461	flip	1395.0574324
1395.17549678	flip	1395.17549429
1395.27965619	flip	1395.27965398
1395.37688399	flip	1395.37688178
1395.47410958	flip	1395.47410764
1395.57827562	flip	1395.57827341
1395.69633834	flip	1395.69633613
1395.79355646	flip	1395.79355453
1395.89078343	flip	1395.8907815
1395.98800404	flip	1395.98800183
1396.16856988	flip	1396.16856767
1396.31438226	flip	1396.31438005
1396.45329152	flip	1396.45328931
1396.60617021	flip	1396.60616468
1396.74493371	flip	1396.7449315
1396.89080307	flip	1396.89080114
1397.03663675	flip	1397.03663481
1397.18941835	flip	1397.18941642
1397.33534165	flip	1397.33533639
1397.46025494	flip	1397.460253
1397.55748246	flip	1397.55748025
1397.67551559	flip	1397.6755131
1397.89082326	flip	1397.89082105
1398.02971593	flip	1398.02971372
1398.14777174	flip	1398.1477698
1398.28666164	flip	1398.28665943
1398.43259738	flip	1398.43259185
1398.53666801	flip	1398.53666579
1398.64083626	flip	1398.64083433
1398.77278184	flip	1398.7727799
1398.87011668	flip	1398.87010838
1398.98807015	flip	1398.98806628
1399.09223453	flip	1399.09223177
1399.18949193	flip	1399.18948584
1399.34223868	flip	1399.34223675
1399.49509524	flip	1399.49508805
1399.67557865	flip	1399.67557672
1399.78669456	flip	1399.78669235
1399.86308163	flip	1399.86307969
1399.93252962	flip	1399.93252768
1400.00197512	flip	1400.00197319
1400.07142008	flip	1400.07141814
1400.1408642	flip	1400.14086199
1400.21030943	flip	1400.21030721
1400.3075328	flip	1400.30753086
1400.39792857	flip	1400.39791806
1400.54375588	flip	1400.54374731
1400.63392789	flip	1400.63392595
1400.72421136	flip	1400.72420915
1400.82848638	flip	1400.82847836
1400.96726897	flip	1400.96726703
1401.07838155	flip	1401.07837879
1401.1547772	flip	1401.15477443
1401.25200112	flip	1401.25199836
1401.32839317	flip	1401.3283904
1401.46033681	flip	1401.46033487
1401.57839179	flip	1401.57838985
1401.69645313	flip	1401.69645119
1401.82840534	flip	1401.8284034
1401.94645728	flip	1401.94645534
1402.07146018	flip	1402.07145825
1402.18951765	flip	1402.18951516
1402.30757457	flip	1402.30757263
1402.42563176	flip	1402.42562982
1402.54368867	flip	1402.54368674
1402.65480375	flip	1402.65480126
1402.77285845	flip	1402.77285652
1402.87702671	flip	1402.87702477
1402.97425313	flip	1402.97425119
1403.05758701	flip	1403.0575848
1403.12700182	flip	1403.1269996
1403.20342512	flip	1403.20342318
1403.27286952	flip	1403.27286758
1403.34231308	flip	1403.34231087
1403.41870707	flip	1403.41870513
1403.53676841	flip	1403.53676619
1403.61315437	flip	1403.61315243
1403.68956965	flip	1403.68956744
1403.76593597	flip	1403.76593404
1403.86316073	flip	1403.86315879
1403.93260762	flip	1403.93260568
1404.00909951	flip	1404.00909066
1404.15483334	flip	1404.15483141
1404.2382444	flip	1404.2382397
1404.37011446	flip	1404.37011225
1404.48816861	flip	1404.48816668
1404.59928784	flip	1404.59928562
1404.67567297	flip	1404.67567103
1404.75900713	flip	1404.7590052
1404.84928811	flip	1404.84928645
1404.92568071	flip	1404.92567878
1405.00911998	flip	1405.00911224
1405.10624129	flip	1405.10623881
1405.18263113	flip	1405.18262809
1405.25207553	flip	1405.25207248
1405.32152297	flip	1405.3215202
1405.39096543	flip	1405.39096294
1405.46735831	flip	1405.46735416
1405.54374925	flip	1405.54374648
1405.68264192	flip	1405.6826397
1405.80069828	flip	1405.80069606
1405.9187563	flip	1405.91875436
1406.0368157	flip	1406.03681377
1406.17570588	flip	1406.17570395
1406.30070381	flip	1406.30070187
1406.43265602	flip	1406.43265409
1406.55071128	flip	1406.55070934
1406.682661	flip	1406.68265906
1406.81460491	flip	1406.8146027
1406.94655491	flip	1406.94655298
1407.07850132	flip	1407.07849938
1407.22442212	flip	1407.22441355
1407.40489475	flip	1407.40489253
1407.5021195	flip	1407.50211729
1407.6201731	flip	1407.62017006
1407.73821038	flip	1407.73820761
1407.83545754	flip	1407.8354556
1407.93962635	flip	1407.93962441
1408.03684972	flip	1408.03684779
1408.13407255	flip	1408.13407061
1408.2313009	flip	1408.23129896
1408.34241349	flip	1408.34241155
1408.43965429	flip	1408.4396518
1408.53686411	flip	1408.53686162
1408.63408472	flip	1408.63408195
1408.75214274	flip	1408.75214053
1408.86326169	flip	1408.86325864
1408.95353714	flip	1408.95353437
1409.04381673	flip	1409.04381397
1409.12715173	flip	1409.12714896
1409.28687794	flip	1409.28687572
1409.41882296	flip	1409.41882074
1409.53688181	flip	1409.5368796
1409.6688296	flip	1409.66882766
1409.80077462	flip	1409.80077268
1409.92574322	flip	1409.92574101
1410.05077959	flip	1410.05077766
1410.16883845	flip	1410.16883623
1410.28689619	flip	1410.28689426
1410.44661936	flip	1410.44661715
1410.57162365	flip	1410.57162171
1410.72438119	flip	1410.72437925
1410.84940649	flip	1410.84940456
1410.96746811	flip	1410.9674659
1411.08551894	flip	1411.08551673
1411.22439502	flip	1411.22439225
1411.32163748	flip	1411.32163471
1411.45358416	flip	1411.45358222
1411.53688679	flip	1411.5368843
1411.63414418	flip	1411.63414225
1411.77303602	flip	1411.77303409
1411.89109432	flip	1411.89109238
1412.00914792	flip	1412.00914626
1412.12721036	flip	1412.12720843
1412.24523326	flip	1412.24523132
1412.37026991	flip	1412.37026769
1412.48832627	flip	1412.48832406
1412.62027572	flip	1412.62027323
1412.75222184	flip	1412.75221963
1412.88417378	flip	1412.88417074
1412.98139356	flip	1412.98139051
1413.07167288	flip	1413.07167011
1413.16195054	flip	1413.1619475
1413.25223291	flip	1413.25223042
1413.34251472	flip	1413.3425114
1413.43976962	flip	1413.43976354
1413.59945766	flip	1413.59945545
1413.71752039	flip	1413.71751817
1413.84252163	flip	1413.8425197
1413.96068863	flip	1413.96067923
1414.07863436	flip	1414.07863159
1414.1689181	flip	1414.16891561
1414.25919687	flip	1414.25919411
1414.34947481	flip	1414.34947205
1414.46764264	flip	1414.46763407
1414.60642218	flip	1414.60641997
1414.75228048	flip	1414.75227799
1414.88421305	flip	1414.88421084
1415.02309936	flip	1415.02309715
1415.14115323	flip	1415.1411513
1415.27319727	flip	1415.27319147
1415.37032578	flip	1415.37032357
1415.46060316	flip	1415.46060095
1415.55088553	flip	1415.55088359
1415.6411654	flip	1415.64116347
1415.73144417	flip	1415.73144224
1415.82172294	flip	1415.82172073
1415.91902155	flip	1415.91901325
1416.05783926	flip	1416.05783677
1416.1480865	flip	1416.14808429
1416.23839901	flip	1416.23839708
1416.32868082	flip	1416.32867889
1416.41895904	flip	1416.4189571
1416.51618324	flip	1416.51618131
1416.61340579	flip	1416.61340385
1416.70368566	flip	1416.70368345
1416.78698774	flip	1416.78698553
1416.8842385	flip	1416.88423656
1417.06480212	flip	1417.06480019
1417.19680716	flip	1417.19680108
1417.30092038	flip	1417.30091761
1417.42592273	flip	1417.42592052
1417.58564839	flip	1417.58564645
1417.72463786	flip	1417.72463205
1417.82870627	flip	1417.82870433
1417.91214028	flip	1417.9121342
1418.07176941	flip	1418.0717672
1418.1828831	flip	1418.18288117
1418.31482978	flip	1418.31482785
1418.41204845	flip	1418.41204679
1418.51621865	flip	1418.51621671
1418.66900025	flip	1418.66899804
1418.78706215	flip	1418.78706021
1418.93983766	flip	1418.93983573
1419.03018475	flip	1419.03017728
1419.20382949	flip	1419.20382396
1419.32884346	flip	1419.32883488
1419.44679416	flip	1419.44679223
1419.5717943	flip	1419.57179237
1419.68985564	flip	1419.68985343
1419.82180094	flip	1419.821799
1419.93986256	flip	1419.93986062
1420.07180785	flip	1420.07180592
1420.20375453	flip	1420.20375232
1420.28705551	flip	1420.28705357
1420.37736664	flip	1420.3773647
1420.46764817	flip	1420.46764624
1420.56487072	flip	1420.56486878
1420.68992424	flip	1420.68991843
1420.80099533	flip	1420.80099091
1420.89126719	flip	1420.89126304
1420.9815443	flip	1420.98154181
1421.07183192	flip	1421.07182943
1421.24544208	flip	1421.24543987
1421.37739015	flip	1421.37738849
1421.49544734	flip	1421.4954454
1421.62738959	flip	1421.62738766
1421.75933904	flip	1421.7593371
1421.89128461	flip	1421.89128268
1422.05104899	flip	1422.05104484
1422.19685031	flip	1422.19684755
1422.31490446	flip	1422.31490252
1422.43990681	flip	1422.43990488
1422.55796677	flip	1422.55796456
1422.67602562	flip	1422.67602341
1422.80102382	flip	1422.80102189
1422.91908406	flip	1422.91908212
1423.0371407	flip	1423.03713876
1423.15519817	flip	1423.15519623
1423.28020328	flip	1423.28020135
1423.41215052	flip	1423.4121483
1423.52325895	flip	1423.52325729
1423.65521172	flip	1423.65520978
1423.80115686	flip	1423.80114801
1423.91910923	flip	1423.9191048
1424.0093844	flip	1424.00938163
1424.09966234	flip	1424.09965957
1424.27327831	flip	1424.27327638
1424.39133606	flip	1424.39133412
1424.50939159	flip	1424.50938938
1424.66217403	flip	1424.66217209
1424.77328578	flip	1424.77328302
1424.86356981	flip	1424.86356621
1424.94687603	flip	1424.94687327
1425.04414422	flip	1425.04413619
1425.22468295	flip	1425.22468073
